Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
Wnt,  ,Andrea Cancellieri,£130K  £375K,1.41,104,PKO Bank Polski Ekstraklasa,,,,6.03,0.24,75,,,0.07,,0,,0,0,,4.34,0.4,21%,1.12,0.24,21%,3,12.1km,0.8,51.67,44.52,10.53,11.57,4.42,0,,,0.72,1.61,2.25,8.52,0.48,2.01,1.04,72%,1.77,69%,86%,5.87,0.24,,0.48,0.08
,  ,David Petrović,£450K  £1.4M,1.82,104,Bulgarian First League,,,,5.13,0.13,119,,,0.12,,0.02,,0.02,0.09,0%,2.97,0.65,7%,2.03,0.13,6%,3,12.0km,1.08,46.38,41.21,13.1,12.33,5.47,0.04,0.22,0,0.73,0.95,2.67,14.87,0.73,1.85,0.52,58%,2.07,71%,89%,8.62,0.09,0.17,0.86,0.13
,  ,Timéo IlungaTshiapidia,£40K  £110K,1.29,104,Bulgarian First League,,,,4.92,0.24,61,,,0.05,,0.02,,0.02,0.04,14%,2.42,0.24,10%,2.26,0.24,11%,3,12.8km,1.37,46.9,41.97,14.45,16.22,5.89,0.32,0.57,0.08,0.57,1.37,2.1,12.19,0.73,2.74,0.08,49%,2.83,83%,90%,7.18,0.08,,0.73,
,  ,Joël Anderhub,£65K  £200K,1.34,104,PKO Bank Polski Ekstraklasa,,,,4.13,0.29,172,6%,"3,747.00",0.03,,0.05,0.02,0.05,0.12,24%,1.9,0.22,11%,2.5,0.29,12%,12,12.1km,0.65,46.67,41.1,13.71,17.41,5.67,0.17,0.41,0.1,0.41,1.08,2.35,10.33,0.98,2.47,0.65,46%,2.45,79%,88%,9.39,0.14,0.1,0.98,0.05
Lst,  ,Francisco Ortega,£3.5K,2.06,103,Bulgarian First League,,,,4.84,0.46,74,33%,"1,375.00",0.16,,0.02,0.07,0.02,0.11,33%,3.01,0.39,15%,2.95,0.46,16%,7,12.9km,0.79,47,42.09,16.1,12.44,5.56,0,0.2,0.07,0.59,1.57,2.09,14.73,0.98,3.08,0.39,62%,3.01,74%,90%,9.88,0.13,0.2,0.98,0.26
,  ,Veselin Malamov,£110K  £325K,1.42,103,Bulgarian First League,,,,4.19,0.3,125,,,0.01,,0.02,,0.02,0.17,0%,2.31,0.27,15%,1.98,0.3,15%,9,12.0km,1,48.1,41.9,13.3,20.1,6.23,0,0.13,0,0.8,1.41,2.34,9.31,1.11,2.58,1.14,55%,2.75,83%,87%,8.21,0.1,0.13,1.11,
,  ,Eliott CaronRiviere,£120K  £375K,0.79,103,Bulgarian First League,,,,5.14,0.43,72,,,0.04,,0,,0,0,,4.21,0.43,22%,1.93,0.43,22%,6,11.2km,0.79,47.64,39.29,12,18.57,6,0,,,0.86,1.71,2.14,9.29,1.07,2.21,0.71,82%,2.43,81%,82%,8.5,0.29,0.07,1.07,
,  ,Alexandro Calut,£220K  £650K,1.66,103,PKO Bank Polski Ekstraklasa,,,,3.53,0.46,107,,,0.1,,0.01,,0.01,0.14,0%,2.24,0.17,22%,2.08,0.46,22%,14,12.3km,0.89,46.77,41.25,13.86,13.53,5.54,0.03,0.07,0,0.86,1.52,2.61,12.15,1.29,2.28,0.3,64%,2.34,82%,88%,8.35,0.17,0.07,1.29,0.03
,  ,Lukas Larsen,£65K  £200K,1.14,103,Bulgarian First League,,,,2.89,0.76,76,,,0.09,,0.03,,0.03,0.18,0%,0.91,0.15,16%,4.64,0.76,16%,20,13.2km,1.94,42.07,35.48,14.16,15.11,4.38,0.04,0.19,0,0.88,1.64,2.93,12.72,1.18,3.08,0.08,32%,2.86,82%,84%,11.23,0.11,0.08,1.18,0.15
,  ,José Rebollo,£150K  £450K,0.89,102,Bulgarian First League,,,,3.78,0.21,125,,,0.06,,0.05,,0.05,0.1,18%,2.27,0.24,8%,2.39,0.21,9%,7,12.2km,0.88,45.36,39.17,13.48,14.72,5.08,0.15,0.51,0.09,0.39,1,2.36,10.67,0.91,2.75,0.39,60%,2.24,70%,86%,8.1,0.24,0.06,0.91,
,  ,Linus Tagesson,£220K  £650K,1.59,102,Bulgarian First League,,,,6.44,0.17,195,,,0.1,,0.13,,0.13,0.13,23%,4.56,0.4,7%,2.21,0.17,7%,5,12.3km,1.32,45.66,40.31,12.98,16.34,5.15,0.17,0.99,0.23,0.73,1.45,2.41,10.99,0.92,1.45,0.5,71%,1.35,63%,88%,8.06,0.07,0.1,0.92,0.07
,  ,Manech Billy,£190K  £550K,1.4,102,Bulgarian First League,,,,3.45,0.11,30,8%,783,0.23,,0.25,0.11,0.25,0.18,33%,2.64,0,4%,2.87,0.11,4%,1,13.1km,2.07,45.98,37.82,16.9,16.32,5.06,0.46,1.38,0.46,0.57,1.49,1.95,13.1,0.46,2.64,0.69,77%,2.76,89%,82%,8.74,0.11,0.34,0.46,0.11
,  ,Vasil Tunchev,£85K  £250K,1.29,102,Bulgarian First League,,,,2.75,0,72,,,0.08,,0.01,,0.01,0.06,0%,0.8,0.04,,0.38,0,0%,0,13.0km,0.53,49.73,44.05,12.55,7.63,4.27,0.04,0.19,0,0.38,0.88,1.64,13,0.57,2.63,0.23,29%,2.17,84%,89%,9.15,0.08,0.15,0.61,0.08
,  ,Oliver Kamdem,£400K  £1.2M,1.08,102,Bulgarian First League,,,,5.69,0.16,144,4%,"2,277.00",0.11,,0.11,0.04,0.11,0.12,13%,3.87,0.51,6%,4.19,0.32,8%,4,11.8km,1.03,46.56,40.51,14.39,15.61,4.07,0.16,0.91,0.12,0.67,1.54,2.13,12.25,0.55,2.41,0.59,68%,2.21,77%,87%,7.43,0.16,0.32,0.63,0.08
,  ,Naïm Marzouk,£30K  £85K,1.74,101,PKO Bank Polski Ekstraklasa,,,,4.72,0.54,61,,,0.14,,0.16,,0.16,0.17,8%,3.02,0.31,18%,2.87,0.54,19%,7,13.3km,0.77,47.25,40.04,14.25,13.24,5.58,0.31,0.93,0.08,0.46,1.08,1.78,12.01,0.7,2.01,0.31,64%,2.63,92%,85%,8.67,0.08,0.23,0.7,
,  ,Enzo Espinoza,£200K  £600K,1.11,101,Bulgarian First League,,,,4.6,0.19,123,,,0.05,,0.01,,0.01,0.07,50%,2.43,0.15,8%,2.21,0.19,8%,5,13.0km,1.42,46.27,39.32,15.17,16.59,5.42,0,0.07,0.04,1.01,1.2,2.54,12.07,0.78,2.73,0.6,53%,3.21,89%,85%,8.93,0.22,0.19,0.78,0.04
Inj,  ,Dimitar Papazov,£50K  £160K,0.8,101,Bulgarian First League,,,,4.78,0.44,109,,,0.05,,0,,0,0.05,0%,2.11,0.26,14%,3.07,0.44,14%,10,12.4km,1.36,47.13,40.2,12.73,16.24,6.01,0.04,0.04,0,0.75,1.58,2.37,9.92,1.32,2.28,0.13,44%,3.03,93%,85%,8.34,0.04,,1.32,
Wnt,  ,Uroš Savković,£275K  £800K,0.96,101,PKO Bank Polski Ekstraklasa,,,,5.31,0.04,124,,,0.09,,0.01,,0.01,0.07,33%,3.68,0.51,1%,4.45,0.3,7%,1,12.5km,1.11,46.88,41.06,14.22,15.41,6.89,0.04,0.13,0.04,0.73,0.9,2.4,10.79,0.81,2.48,0.64,69%,3.13,86%,88%,8.35,0.17,0.21,0.81,
Wnt,  ,Miguel Aguirre,£45K  £140K,0.91,100,PKO Bank Polski Ekstraklasa,,,,3.96,0.04,106,,,0.08,,0.03,,0.03,0.15,17%,1.34,0.15,4%,0.9,0.04,4%,1,12.7km,0.49,49.89,44.48,11.01,11.38,4.48,0,0.22,0.04,0.34,1.19,1.46,9.85,1.04,2.54,0.15,34%,2.01,78%,89%,9.1,0.07,0.22,1.04,0.07
,  ,Marcel Krajewski,£45K  £140K,1.16,100,PKO Bank Polski Ekstraklasa,,,,6.07,0.23,187,5%,"2,773.00",0.12,,0.04,0.03,0.04,0.07,26%,3.99,0.52,9%,2.34,0.23,10%,7,12.9km,1.14,43.72,37.49,14.22,14.25,4.54,0.26,0.62,0.16,0.52,1.62,2.21,10.42,1.1,2.11,0.58,66%,1.95,76%,86%,9.31,0.13,0.16,1.1,0.13
Wnt,  ,Milen Angelov,£70K  £200K,0.83,100,Bulgarian First League,,,,5.57,0.21,161,13%,"1,301.00",0.03,,0.08,0.07,0.08,0.15,19%,3.42,0.73,13%,1.52,0.21,14%,6,11.4km,0.52,48.6,41.96,10.24,15.46,4.95,0.07,0.55,0.1,0.55,1.45,2.46,9.86,0.73,2.32,0.9,61%,2.25,80%,86%,6.92,0.17,0.03,0.73,0.14
Wnt,  ,Tomasz Wójtowicz,£16K  £45K,0.96,99,PKO Bank Polski Ekstraklasa,,,,7.16,0.56,153,,,0.07,,0.04,,0.04,0.09,20%,4.58,0.47,16%,3.51,0.56,16%,12,12.7km,1.22,48.37,40.28,12.02,14.08,5.89,0.23,0.47,0.09,0.56,1.54,1.73,13,1.17,2.1,0.37,64%,1.96,79%,83%,6.17,0.09,0.09,1.17,0.14
Int,  ,Georgi Nikolov,£240K  £750K,0.64,98,Bulgarian First League,,,,6.65,0.44,136,11%,"1,841.00",0.06,,0.03,0.05,0.03,0.06,11%,4.25,0.68,10%,4.01,0.44,11%,9,12.4km,1.12,47.27,42.68,14.76,19.75,5.77,0.2,0.44,0.05,0.44,1.27,2.4,9.19,0.98,2,0.2,64%,2.05,86%,90%,6.45,0.15,,0.98,0.05
,  ,Jonas Torsvik,£70K  £210K,0.6,98,Bulgarian First League,,,,6.65,0.75,53,,,0.07,,0.04,,0.04,0.07,75%,4.14,0.5,19%,3.89,0.75,19%,6,12.3km,1.38,39.29,32.64,13.56,20.08,3.89,0.13,0.5,0.38,0.63,1.13,2.26,7.03,1.38,2.13,0.88,62%,1.76,70%,83%,8.91,0,0.25,1.38,0.13
,  ,Mateusz Stachowiak,£70K  £210K,1.27,98,PKO Bank Polski Ekstraklasa,,,,6.32,0.57,188,50%,"2,678.00",0.04,,0,0.03,0,0.07,50%,4.27,0.67,21%,2.69,0.57,21%,17,12.4km,1.11,45.71,38.61,13.75,18.65,4.84,0,0.07,0.03,0.94,1.55,2.62,10.79,0.94,2.22,0.91,68%,2.62,84%,84%,7.39,0.07,0.03,0.94,0.07
,  ,Oliver Schmitt,£60K  £180K,1.65,97,PKO Bank Polski Ekstraklasa,,,,7.19,0.46,47,,,0.04,,0,,0,0,0%,3.83,0.46,16%,2.76,0.46,17%,3,12.2km,0.61,44.85,37.96,12.24,12.09,4.9,0.15,0.15,0,0.77,1.07,2.76,14.69,0.61,2.14,0.77,53%,1.38,50%,85%,6.43,0.31,0.15,0.61,
,  ,Matteo Kauffmann,£26K  £80K,0.83,97,Bulgarian First League,,,,7.01,0.17,82,,,0.02,,0,,0,0,,2.91,0.34,5%,3.42,0.17,5%,2,11.8km,0.85,46.41,38.63,13.33,15.13,5.38,0,,,0.85,1.11,2.14,12.91,0.77,2.99,0.6,41%,3.25,84%,83%,7.61,0.26,,0.77,
Wnt,  ,Dawid Cieślik,£100K  £325K,0.9,96,PKO Bank Polski Ekstraklasa,,,,5.59,0.46,85,,,0.06,,0.02,,0.02,0.04,0%,2.89,0.66,13%,3.36,0.46,14%,7,11.6km,0.79,47.5,39.01,13.55,20.86,5.86,0.2,0.39,0,0.2,1.45,1.78,8.88,1.18,2.7,0.2,52%,2.3,76%,82%,7.83,0,0.13,1.18,
Lst,  ,Felix Agu,£0,2.8,96,Bulgarian First League,,,,7.1,0.75,66,,,0.09,,0.07,,0.07,0.17,0%,4.73,1.08,16%,4.52,0.75,17%,7,11.6km,1.4,46.67,40.54,11.61,12.9,5.81,0.22,0.43,0,0.32,0.75,2.8,13.66,0.43,2.58,0.65,67%,2.37,73%,87%,8.82,0,0.22,0.43,0.11
,  ,Filip Borowski,£70K  £210K,1.38,96,PKO Bank Polski Ekstraklasa,,,,7.51,0.4,171,20%,"1,025.00",0.06,,0.07,0.09,0.07,0.16,40%,4.61,0.75,12%,5.09,0.48,9%,9,13.3km,1.14,47.28,39.82,16.02,15.98,5.44,0.09,0.44,0.18,0.7,1.89,1.8,10.98,1.05,2.28,0.4,61%,2.02,74%,84%,7.38,0.26,0.13,1.05,
,  ,Arne Ødegård,£45K  £140K,0.9,96,Bulgarian First League,,,,5.48,0.91,108,,,0.04,,0.11,,0.11,0.14,20%,2.64,0.2,23%,3.96,0.91,23%,18,12.1km,1.37,45.84,39.64,15.33,16.29,5.48,0.15,0.76,0.15,0.81,1.62,2.49,13.91,1.02,1.68,1.37,48%,1.78,83%,86%,7.66,0.1,0.05,1.02,0.05
U19,  ,Dinis Pinto,£230K,0.95,96,PKO Bank Polski Ekstraklasa,,,,4.86,0.19,76,6%,"1,406.00",0.13,,0.1,0.06,0.1,0.09,29%,2.11,0.06,10%,1.86,0.19,10%,3,11.8km,1.6,39.94,35.01,13.12,17.99,3.07,0.19,1.09,0.32,0.77,2.05,1.92,7.43,0.7,2.11,0.45,43%,1.79,80%,88%,8.39,0.06,0.13,0.7,0.06
Wnt,  ,Dawid Mazurek,£35K  £110K,0.67,96,PKO Bank Polski Ekstraklasa,,,,5.93,0.52,57,,,0.03,,0.03,,0.03,0.1,0%,3.23,0.52,15%,3.43,0.52,15%,5,11.7km,0.52,47.86,38.18,10.4,18.42,5.72,0.1,0.31,0,0.21,1.87,1.46,7.39,1.35,3.23,0.1,54%,3.02,78%,80%,7.8,0,0.1,1.35,
,  ,Viktor Popov,£130K  £400K,1.12,95,Bulgarian First League,,,,5.94,0.52,182,,,0.1,,0.05,,0.05,0.09,19%,2.51,0.55,13%,3.85,0.52,14%,16,12.6km,0.82,45.96,39.01,16.57,17.65,5.15,0.16,0.52,0.1,0.42,1.66,2.45,9.72,1.37,2.22,1.17,42%,2.51,84%,85%,7.54,0.13,0.16,1.37,0.03
Wnt,  ,Gracjan Kołodziej,£1.5M  £4.4M,2.02,129,PKO Bank Polski Ekstraklasa,,,,3.63,0.42,148,5%,"3,672.00",0.07,,0.06,0.02,0.06,0.12,14%,2.4,0.07,17%,2.45,0.42,17%,17,12.7km,1.96,45.98,39.66,16.37,14.71,4.88,0.22,0.54,0.07,0.39,0.88,2.62,13.73,0.59,2.55,0.91,66%,2.38,89%,86%,9.02,0.1,0.12,0.59,0.02
Wnt,  ,Killian Camélé,£0,1.44,95,Bulgarian First League,,,,5.8,0.7,124,,,0.06,,0,,0,0.07,0%,2.99,0.37,19%,3.56,0.7,20%,15,11.8km,1.03,44.25,38.36,12.4,16.23,5.66,0,0.05,0,0.65,1.78,1.87,11.27,1.36,2.15,0.7,52%,2.29,82%,87%,7.34,0.09,0.14,1.36,0.14
,  ,Zahari Atanasov,£110K  £325K,1.36,94,Bulgarian First League,,,,5.24,0.53,79,21%,452.67,0.13,,0.09,0.2,0.09,0.09,36%,2.72,0.27,13%,3.84,0.53,14%,8,12.8km,1.79,43.14,36.32,11.93,14.45,4.9,0.4,0.93,0.33,0.4,1.26,2.32,8.48,1.13,1.86,0.33,52%,2.39,100%,84%,7.82,0.2,0.07,1.13,
Lst,  ,Thorsten Derber,£130K,0.88,94,PKO Bank Polski Ekstraklasa,,,,6.39,0.63,153,,,0.01,,0.01,,0.01,0.08,0%,4.51,0.79,19%,3.17,0.63,20%,15,12.4km,0.88,46,38.61,13.98,23.38,5.22,0,0.13,0,0.83,1.29,1.59,9.43,0.92,2.25,1.42,71%,2.42,85%,84%,8.06,0.13,0.08,0.92,
,  ,Konrad Czarnecki,£190K  £600K,1.2,94,PKO Bank Polski Ekstraklasa,,,,8.84,0.18,50,,,0.01,,0,,0,0,,5.13,0.71,100%,0.18,0.18,100%,1,10.5km,0.53,55.34,47.92,5.13,3.36,4.07,0,,,0.18,0.88,1.77,14.32,0,1.24,1.77,58%,1.59,90%,87%,4.07,0,,,
Lst,  ,Luca Everink,£120K,1.7,94,Bulgarian First League,,,,7.19,0.97,177,,,0.14,,0.12,,0.12,0.14,15%,4.38,0.69,23%,4.14,0.97,24%,24,12.6km,1.5,46.2,40.19,13.15,13.36,5.52,0.2,0.81,0.12,0.61,1.5,1.83,14.9,1.01,1.91,0.45,61%,2.19,86%,87%,7.43,0.12,0.12,1.83,0.04
,  ,Przemyslaw Butenko,£325K  £950K,1.25,93,PKO Bank Polski Ekstraklasa,,,,5.38,0.77,84,,,0.09,,0.01,,0.01,0.14,0%,3.39,0.51,12%,6.34,0.77,12%,12,12.4km,1.79,37.13,30.92,13.76,29.57,3.65,0,0.06,0,0.51,0.7,1.92,6.79,0.9,3.65,0.9,63%,3.33,84%,83%,12.03,0,0.19,0.9,0.06
Wnt,  ,Max Hathaway,£0,1.13,93,PKO Bank Polski Ekstraklasa,,,,6.39,0.36,71,,,0.07,,0.05,,0.05,0.07,13%,2.34,0.27,12%,2.97,0.36,12%,4,12.9km,1.8,45.54,39.24,11.25,17.91,5.31,0.09,0.72,0.09,0.54,1.26,2.43,7.74,1.17,1.89,0.18,37%,1.35,63%,86%,6.66,0,0.09,1.17,0.09
,  ,Plamen Petrov,£24K  £70K,1.05,92,Bulgarian First League,,,,8.56,0,146,50%,"1,535.00",0.02,,0,0.06,0,0.04,50%,6.27,0.94,,0.53,0,0%,0,11.3km,0.64,48.37,38.23,6.16,11.37,3.64,0,0.12,0.06,0.29,1.35,1.41,11.02,0.29,1.7,0.53,73%,1.76,81%,79%,4.98,0.18,0.06,0.29,
,  ,Shady Oukhadda,£7K  £20K,1.32,92,Bulgarian First League,,,,6.22,1.19,146,,,0.22,,0.02,,0.02,0.11,20%,2.81,0.51,15%,7.62,1.19,16%,28,12.7km,1.53,40.15,33.72,13.54,13.58,3.11,0.09,0.21,0.04,0.51,1.19,2.64,12.13,1.4,2.81,0.55,45%,2.55,88%,84%,11.11,0.04,0.34,1.49,0.17
,  ,Dariusz Cuch,£85K  £250K,1.24,92,PKO Bank Polski Ekstraklasa,,,,5.36,0.28,97,7%,"1,630.00",0,,0.11,0.06,0.11,0.14,7%,2.04,0.39,8%,3.42,0.28,8%,5,11.9km,1.27,44.34,37.55,14.96,18.66,4.75,0.17,0.77,0.06,0.33,1.49,2.48,8.01,0.88,1.82,0.99,38%,1.77,91%,85%,6.85,0.11,,0.88,
,  ,Carlos Puga,£6K  £18K,1,91,Bulgarian First League,,,,5.72,0.56,122,7%,"1,920.00",0.06,,0.08,0.05,0.08,0.12,13%,2.58,0.7,13%,4.12,0.56,14%,12,12.4km,1.83,44.62,38.02,14.67,15.75,5.02,0.23,0.7,0.09,0.38,1.64,1.92,10.12,1.36,2.11,0.47,45%,2.06,80%,85%,7.59,0.05,0.09,2.11,0.09
Int,  ,Jan Zaborowski,£180K  £550K,1.08,91,PKO Bank Polski Ekstraklasa,,,,6.64,0.62,86,,,0.01,,0.05,,0.05,0.08,0%,4.25,0.69,20%,3.09,0.62,20%,8,11.6km,1.16,45.23,38.67,14.82,20.92,4.86,0.23,0.62,0,0.77,1.93,1.31,6.64,1,1.7,0.31,64%,1.93,86%,85%,7.1,0,0.15,1,0.08
,  ,Marcel Pięczek,£40K  £120K,1.28,90,PKO Bank Polski Ekstraklasa,,,,6.6,0.45,161,,,0.04,,0,,0,0.04,0%,4.26,0.66,12%,3.57,0.45,13%,11,12.0km,1.07,44.22,37.3,13.28,17.34,6.11,0.04,0.08,0,0.66,1.6,2.13,12.09,1.35,2.05,0.53,65%,2.58,89%,84%,7.87,0,0.04,1.35,0.08
Lst,  ,Mateusz Grudziński,£75K,0.88,90,PKO Bank Polski Ekstraklasa,,,,9.75,0.21,285,,,0.03,,0.02,,0.02,0.17,0%,6.87,0.96,25%,0.82,0.21,25%,6,10.9km,0.03,56.01,48.86,6.09,3.83,3.73,0.03,0.14,0,0.68,1.47,1.91,11.9,0.38,1.03,0.89,71%,1.16,81%,87%,3.66,0.17,0.03,0.38,
,  ,Kacper Michalski,£100K  £300K,1.4,90,PKO Bank Polski Ekstraklasa,,,,5.68,0.56,51,,,0.12,,0,,0,0.02,0%,3.56,1.23,15%,3.68,0.56,15%,5,13.3km,1,47.12,39.76,15.82,21.39,5.68,0,0.11,0,0.67,1.67,1.78,9.47,0.78,2.34,0.56,63%,2.56,88%,84%,7.91,0,0.22,0.78,0.11
Wnt,  ,Kamil Ginter,£80K  £240K,1.2,89,PKO Bank Polski Ekstraklasa,,,,7.04,0.43,49,,,0.01,,0.02,,0.02,0.04,0%,4.03,0.14,27%,1.58,0.43,27%,3,11.2km,1.15,49.74,44.28,9.35,12.8,5.46,0.14,0.58,0,0.86,1.44,2.73,8.05,1.29,1.01,1.44,57%,1.15,80%,89%,5.18,0.14,,1.29,
,  ,Kilian Ludewig,£0,1.16,88,PKO Bank Polski Ekstraklasa,,,,6.31,0.46,97,7%,"1,383.00",0.05,,0.19,0.07,0.19,0.2,27%,3.97,0.65,7%,12.95,1.24,10%,7,11.5km,1.17,47.51,40.41,10.61,17.38,5.47,0.13,0.98,0.26,0.52,1.76,2.15,10.02,1.37,1.82,0.72,63%,2.34,90%,85%,8.13,0.13,0.2,1.37,0.07
Inj,  ,Ivaylo Genov,£75K  £220K,1.42,87,Bulgarian First League,,,,6.69,0.73,55,,,0.02,,0.04,,0.04,0.1,0%,4.86,0.36,16%,4.5,0.73,16%,6,13.3km,0.61,44.03,36.49,17.39,20.19,4.26,0,0.36,0,0.85,1.22,2.8,7.05,1.09,1.82,0.49,73%,2.8,92%,83%,7.91,0.12,,1.09,0.12
Ret,  ,Rogério,£1.5K  £5K,1.43,85,PKO Bank Polski Ekstraklasa,,,,6,0.79,106,,,0.18,,0.01,,0.01,0.11,0%,3.06,0.57,19%,4.98,0.79,16%,14,12.4km,1.36,47.41,40.61,13.82,13.88,5.78,0,0.06,0,0.79,1.3,2.66,14.67,1.08,2.49,0.62,51%,2.44,77%,86%,7.76,0.17,0.4,1.19,0.06
,  ,Antonio Skerlev,£65K  £200K,1,84,Bulgarian First League,,,,8.96,0.55,49,,,0,,0.08,,0.08,0.11,50%,7.32,1.46,11%,4.76,0.55,12%,3,12.4km,,46.28,40.61,11.34,17.93,4.39,0.18,0.73,0.37,0.37,2.2,1.1,6.59,1.65,2.56,0.91,82%,1.83,63%,88%,6.4,0.18,0.18,1.65,
,  ,Óscar,£900K  £2.7M,1.26,116,PKO Bank Polski Ekstraklasa,,,,4.37,0.34,130,,,0.11,,0.02,,0.02,0.08,0%,2.19,0.24,11%,2.83,0.34,12%,10,12.6km,1.21,46.61,40.33,14.33,13.42,5.58,0.07,0.2,0,0.84,1.18,2.59,12.68,0.84,1.72,0.74,50%,1.88,77%,87%,8.17,0.03,0.27,0.84,0.13
Wnt,  ,Jozo Stanić,£0,1.31,82,PKO Bank Polski Ekstraklasa,,,,7.95,0.8,100,,,0.09,,0.04,,0.04,0.07,13%,6.6,1.19,17%,4.45,0.8,18%,10,11.8km,0.64,47.15,40.47,12.08,12.48,4.93,0.16,0.64,0.08,0.56,1.43,1.51,12.96,0.95,2.46,0.87,83%,2.54,86%,86%,7.55,0.16,0.16,0.95,0.08
Int,  ,Tayo Adaramola,£4.5M  £13.5M,2.03,127,Bulgarian First League,,,,3.55,0.31,102,,,0.07,,0.03,,0.03,0.14,20%,2.44,0.28,16%,1.92,0.31,16%,9,12.8km,1.88,46.27,39.79,14.95,12.33,5.78,0,0.17,0.03,0.8,1.29,2.65,14.36,1.01,2.26,0.56,69%,2.65,79%,86%,9.16,0.14,0.17,1.01,0.1
Wnt,  ,Matthéo Xantippe,£850K  £2.5M,2.34,126,Bulgarian First League,,,,5.54,0.44,188,,,0.08,,0.01,,0.01,0.08,33%,3.83,0.38,19%,2.27,0.44,19%,15,12.3km,0.91,46.97,41.11,13.49,10.81,5.45,0,0.09,0.03,0.94,1.18,2.59,16.32,0.56,2.12,0.56,69%,2.95,83%,88%,7.92,0.15,0.21,0.56,0.03
Wnt,  ,Jossimar Charrupí,£850K  £2.6M,2.3,125,Bulgarian First League,,,,3.9,0.2,134,6%,"3,092.00",0.09,,0.04,0.03,0.04,0.09,29%,2.5,0.29,8%,2.3,0.2,9%,7,12.5km,1.37,47.85,42.93,16.62,13.1,4.74,0.17,0.49,0.15,0.79,1.28,2.33,14.93,0.87,2.59,0.52,64%,2.33,77%,90%,9.37,0.29,0.09,0.87,0.15
,  ,Mikkel Fischer,£1.4M  £4.1M,1.86,125,PKO Bank Polski Ekstraklasa,,,,7.22,0,328,,,0.09,,0.07,,0.07,0.13,22%,4.69,0.75,,0.18,0,0%,0,11.7km,0.44,54.01,48.55,7.19,4.33,4.44,0.22,0.51,0.11,0.59,1.45,1.45,15.91,0.53,1.96,0.42,65%,1.85,85%,90%,4.82,0.22,0.15,0.53,0.07
,  ,Petr Mudra,£5M  £15M,1.75,125,PKO Bank Polski Ekstraklasa,,,,3.72,1.05,32,,,0.04,,0.02,,0.02,0.13,0%,1.86,0,39%,2.67,1.05,39%,9,11.9km,1.05,46.4,41.86,12.56,13.6,5.23,0,0.12,0,0.58,1.05,1.86,12.21,0.81,2.44,0.47,50%,3.14,82%,90%,9.19,0,,0.81,0.12
Wnt,  ,Oleksiy Kovalenko,£1.4M  £4.2M,1,121,PKO Bank Polski Ekstraklasa,,,,5.42,0.45,84,,,0.01,,0,,0,0.02,0%,3.42,0.45,20%,2.19,0.45,21%,7,13.4km,1.55,47,41.45,17.99,16.57,5.74,0.13,0.19,0,0.77,1.29,2.71,9.54,0.77,3.03,0.13,63%,3.22,78%,88%,8.96,0.13,,0.77,
Wnt,  ,Piotr Jastrzębski,£450K  £1.4M,1.62,121,PKO Bank Polski Ekstraklasa,,,,4.35,0.39,124,8%,"1,283.50",0.09,,0.09,0.07,0.09,0.1,25%,2.31,0.46,16%,2.35,0.39,16%,11,12.6km,1.02,45.82,40.49,14.34,13.36,5.08,0.32,0.84,0.21,0.39,1.33,1.75,14.23,0.98,2.38,0.21,53%,2.59,82%,88%,8.41,0.18,0.28,0.98,0.14
Wnt,  ,Veselin Ivanov,£950K  £2.9M,1.68,121,PKO Bank Polski Ekstraklasa,,,,5.43,0.16,166,9%,"1,376.50",0.09,,0.07,0.07,0.07,0.1,13%,3.56,0.65,6%,2.42,0.16,7%,5,12.4km,1.11,45.34,38.94,15.95,16.9,4.94,0.26,0.75,0.1,0.56,1.21,2.16,9.15,0.92,2.48,0.56,66%,2.16,79%,86%,8.79,0.1,0.26,0.92,0.03
Wnt,  ,Anders Børset,£1.1M  £3.2M,1.53,120,PKO Bank Polski Ekstraklasa,,,,5.45,0.11,154,33%,"1,272.00",0.18,,0.02,0.07,0.02,0.08,50%,3.96,0.53,6%,1.73,0.14,8%,3,12.6km,1.59,47.55,41.21,13.73,13.02,5.73,0.07,0.21,0.11,0.78,1.42,1.91,15.14,0.99,2.12,0.6,73%,2.83,90%,87%,8.46,0.14,0.21,0.99,0.11
Int,  ,Nazjir Held,£1M  £3.1M,1.38,118,PKO Bank Polski Ekstraklasa,,,,5.54,0.48,174,,,0.09,,0.02,,0.02,0.08,14%,3.63,0.48,17%,2.77,0.48,17%,15,12.9km,1.08,45.02,38.27,14.57,10.53,5.95,0.1,0.22,0.03,0.83,1.37,2.26,13.62,0.99,2.77,0.54,66%,3.4,81%,85%,9.64,0.22,0.19,0.99,0.13
